имя файла	наденное имя	количество вхождений
_itartass2.xhtml	ДТП	1
_itartass2.xhtml	Лоерах	1
_itartass2.xhtml	Ananova	1
_itartass2.xhtml	Quote	1
_itartass2.xhtml	Юкос	1
_itartass2.xhtml	ИТ-инфраструктура	1
_itartass2.xhtml	Wipro	1
_itartass2.xhtml	Internet	1
_itartass2.xhtml	City	1
_itartass2.xhtml	DIC	1
_itartass2.xhtml	Оаэ	1
_itartass2.xhtml	Сулейман	1
_itartass2.xhtml	Bin	1
_itartass2.xhtml	Sulaiman	1
_itartass2.xhtml	ИТ-подразделение	1
_itartass2.xhtml	Тим	1
_itartass2.xhtml	Tim	1
_itartass2.xhtml	Craine	1
_itartass2.xhtml	Летягин	1
_itartass2.xhtml	Коломна	1
_itartass2.xhtml	Сольцы	1
_itartass2.xhtml	Чудово	1
_itartass2.xhtml	Парфино	1
_itartass2.xhtml	Петропавловск	1
_itartass2.xhtml	Казахстан	1
_itartass2.xhtml	Ломоносов	1
_itartass2.xhtml	Баратынский	1
_itartass2.xhtml	Гоголь	1
_itartass2.xhtml	Грибоедов	1
_itartass2.xhtml	Достоевский	1
_itartass2.xhtml	Толстой	1
_itartass2.xhtml	Карамзин	1
_itartass2.xhtml	Чехов	1
_itartass2.xhtml	Пушкин	1
_itartass2.xhtml	Екатерина	1
_itartass2.xhtml	Медея	1
_itartass2.xhtml	А	1
_itartass2.xhtml	С	1
_itartass2.xhtml	Моше	1
_itartass2.xhtml	Яалон	1
_itartass2.xhtml	Europa	1
_itartass2.xhtml	Press	1
_itartass2.xhtml	Йозеф	1
_itartass2.xhtml	Лапид	1
_itartass2.xhtml	АМАН	1
_itartass2.xhtml	Аарон	1
_itartass2.xhtml	Зэви-Фаркаш	1
_itartass2.xhtml	Джордж	1
_itartass2.xhtml	Буш	1
_itartass2.xhtml	Б	1
_itartass2.xhtml	Асад	1
_itartass2.xhtml	Ливан	1
_itartass2.xhtml	Бекаа	1
_itartass2.xhtml	Бейрут	1
_itartass2.xhtml	Кофи	1
_itartass2.xhtml	Аннан	1
_itartass2.xhtml	Австрия	1
_itartass2.xhtml	Канада	1
_itartass2.xhtml	Япония	1
_itartass2.xhtml	Непал	1
_itartass2.xhtml	Польша	1
_itartass2.xhtml	Словакия	1
_itartass2.xhtml	Смотров	1
_itartass2.xhtml	Нельсон	1
_itartass2.xhtml	Саймон	1
_itartass2.xhtml	МакБерни	1
_itartass2.xhtml	Нил	1
_itartass2.xhtml	Теннант	1
_itartass2.xhtml	Крис	1
_itartass2.xhtml	Лоу	1
_itartass2.xhtml	Эйзенштейн	1
_itartass2.xhtml	РБК	1
_itartass2.xhtml	Сеул	1
_itartass2.xhtml	Choson	1
_itartass2.xhtml	Ilbo	1
_itartass2.xhtml	Колин	1
_itartass2.xhtml	NBC	1
_itartass2.xhtml	К	1
_itartass2.xhtml	Гирин	1
_itartass2.xhtml	Чун	1
_itartass2.xhtml	Дон	1
_itartass2.xhtml	Ен	1
_itartass2.xhtml	Латышев	1
_itartass2.xhtml	Стефанопулос	1
_itartass2.xhtml	XXII	1
_itartass2.xhtml	Караманлиса	1
_itartass2.xhtml	Жака	1
_itartass2.xhtml	Рогге	1
_itartass2.xhtml	Иоанна	1
_itartass2.xhtml	Ангелопулос-Даскалаки	1
_itartass2.xhtml	МПК	1
_itartass2.xhtml	Фил	1
_itartass2.xhtml	Крэвен	1
_itartass2.xhtml	Сидней	1
_itartass2.xhtml	Альберт	1
_itartass2.xhtml	Бакаев	1
_itartass2.xhtml	Гонконг	1
_itartass2.xhtml	Бычков	1
_itartass2.xhtml	Саут	1
_itartass2.xhtml	Чайна	1
_itartass2.xhtml	Ху	1
_itartass2.xhtml	Цзиньтао	1
_itartass5.xhtml	Сирия	17
_itartass5.xhtml	Китай	16
_itartass5.xhtml	Израиль	12
_itartass5.xhtml	Суворин	11
_itartass5.xhtml	КНДР	10
_itartass5.xhtml	США	9
_itartass5.xhtml	Корея	7
_itartass5.xhtml	КНР	6
_itartass5.xhtml	Москва	5
_itartass5.xhtml	ИТАР-ТАСС	5
_itartass5.xhtml	Россия	5
_itartass5.xhtml	Александр	5
_itartass5.xhtml	РИА	5
_itartass5.xhtml	Пекин	4
_itartass5.xhtml	Дамаск	4
_itartass5.xhtml	ООН	4
_itartass5.xhtml	Сергей	3
_itartass5.xhtml	Guardian	3
_itartass5.xhtml	Иркутск	3
_itartass5.xhtml	Дубай	3
_itartass5.xhtml	Мэн	3
_itartass5.xhtml	РГБ	3
_itartass5.xhtml	Ирак	3
_itartass5.xhtml	Yonhap	3
_itartass5.xhtml	Греция	3
_itartass5.xhtml	ЦК	3
_itartass5.xhtml	ФИФА	3
_itartass5.xhtml	Борис	2
_itartass5.xhtml	Германия	2
_itartass5.xhtml	Тайвань	2
_itartass5.xhtml	Индия	2
_itartass5.xhtml	Владимир	2
_itartass5.xhtml	РФ	2
_itartass5.xhtml	Соколов	2
_itartass5.xhtml	Крейн	2
_itartass5.xhtml	Великобритания	2
_itartass5.xhtml	Новгород	2
_itartass5.xhtml	Андрей	2
_itartass5.xhtml	Сутоки	2
_itartass5.xhtml	Надеевка	2
_itartass5.xhtml	Алексей	2
_itartass5.xhtml	Сергеевич	2
_itartass5.xhtml	Петербург	2
_itartass5.xhtml	Хезболлах	2
_itartass5.xhtml	Потемкин	2
_itartass5.xhtml	Лондон	2
_itartass5.xhtml	Pet	2
_itartass5.xhtml	Shop	2
_itartass5.xhtml	Boys	2
_itartass5.xhtml	Пауэлл	2
_itartass5.xhtml	Янгандо	2
_itartass5.xhtml	Афины	2
_itartass5.xhtml	Константинос	2
_itartass5.xhtml	Цзян	2
_itartass5.xhtml	Цзэминь	2
_itartass5.xhtml	Сянган	2
_itartass5.xhtml	ЦВС	2
_itartass5.xhtml	КПК	2
_itartass5.xhtml	Останин	1
_itartass5.xhtml	СССР	1
_itartass5.xhtml	Ельня	1
_itartass5.xhtml	ВМФ	1
_itartass5.xhtml	Гормылев	1
_itartass5.xhtml	ВВП	1
_itartass5.xhtml	П	1
_itartass5.xhtml	Вулфовиц	1
_itartass5.xhtml	XXI	1
_itartass5.xhtml	Азия	1
_itartass5.xhtml	Пакистан	1
_itartass5.xhtml	Киргизия	1
_itartass5.xhtml	Вашингтон	1
_itartass5.xhtml	Ходий	1
_itartass5.xhtml	Юрий	1
_itartass5.xhtml	Лотман	1
_itartass5.xhtml	Байкал	1
_itartass5.xhtml	Спиваков	1
_itartass5.xhtml	Елена	1
_itartass5.xhtml	Образцова	1
_itartass5.xhtml	Гарри	1
_itartass5.xhtml	Гродберг	1
_itartass5.xhtml	Георгий	1
_itartass5.xhtml	Гаранян	1
_itartass5.xhtml	ДТП	1
_itartass5.xhtml	Лоерах	1
_itartass5.xhtml	Ananova	1
_itartass5.xhtml	Quote	1
_itartass5.xhtml	Юкос	1
_itartass5.xhtml	ИТ-инфраструктура	1
_itartass5.xhtml	Wipro	1
_itartass5.xhtml	Internet	1
_itartass5.xhtml	City	1
_itartass5.xhtml	DIC	1
_itartass5.xhtml	Оаэ	1
_itartass5.xhtml	Сулейман	1
_itartass5.xhtml	Bin	1
_itartass5.xhtml	Sulaiman	1
_itartass5.xhtml	ИТ-подразделение	1
_itartass5.xhtml	Тим	1
_itartass5.xhtml	Tim	1
_itartass5.xhtml	Craine	1
_itartass5.xhtml	Летягин	1
_itartass5.xhtml	Коломна	1
_itartass5.xhtml	Сольцы	1
_itartass5.xhtml	Чудово	1
_itartass5.xhtml	Парфино	1
_itartass5.xhtml	Петропавловск	1
_itartass5.xhtml	Казахстан	1
_itartass5.xhtml	Ломоносов	1
_itartass5.xhtml	Баратынский	1
_itartass5.xhtml	Гоголь	1
_itartass5.xhtml	Грибоедов	1
_itartass5.xhtml	Достоевский	1
_itartass5.xhtml	Толстой	1
_itartass5.xhtml	Карамзин	1
_itartass5.xhtml	Чехов	1
_itartass5.xhtml	Пушкин	1
_itartass5.xhtml	Екатерина	1
_itartass5.xhtml	Медея	1
_itartass5.xhtml	А	1
_itartass5.xhtml	С	1
_itartass5.xhtml	Моше	1
_itartass5.xhtml	Яалон	1
_itartass5.xhtml	Europa	1
_itartass5.xhtml	Press	1
_itartass5.xhtml	Йозеф	1
_itartass5.xhtml	Лапид	1
_itartass5.xhtml	АМАН	1
_itartass5.xhtml	Аарон	1
_itartass5.xhtml	Зэви-Фаркаш	1
_itartass5.xhtml	Джордж	1
_itartass5.xhtml	Буш	1
_itartass5.xhtml	Б	1
_itartass5.xhtml	Асад	1
_itartass5.xhtml	Ливан	1
_itartass5.xhtml	Бекаа	1
_itartass5.xhtml	Бейрут	1
_itartass5.xhtml	Кофи	1
_itartass5.xhtml	Аннан	1
_itartass5.xhtml	Австрия	1
_itartass5.xhtml	Канада	1
_itartass5.xhtml	Япония	1
_itartass5.xhtml	Непал	1
_itartass5.xhtml	Польша	1
_itartass5.xhtml	Словакия	1
_itartass5.xhtml	Смотров	1
_itartass5.xhtml	Нельсон	1
_itartass5.xhtml	Саймон	1
_itartass5.xhtml	МакБерни	1
_itartass5.xhtml	Нил	1
_itartass5.xhtml	Теннант	1
_itartass5.xhtml	Крис	1
_itartass5.xhtml	Лоу	1
_itartass5.xhtml	Эйзенштейн	1
_itartass5.xhtml	РБК	1
_itartass5.xhtml	Сеул	1
_itartass5.xhtml	Choson	1
_itartass5.xhtml	Ilbo	1
_itartass5.xhtml	Колин	1
_itartass5.xhtml	NBC	1
_itartass5.xhtml	К	1
_itartass5.xhtml	Гирин	1
_itartass5.xhtml	Чун	1
_itartass5.xhtml	Дон	1
_itartass5.xhtml	Ен	1
_itartass5.xhtml	Латышев	1
_itartass5.xhtml	Стефанопулос	1
_itartass5.xhtml	XXII	1
_itartass5.xhtml	Караманлиса	1
_itartass5.xhtml	Жака	1
_itartass5.xhtml	Рогге	1
_itartass5.xhtml	Иоанна	1
_itartass5.xhtml	Ангелопулос-Даскалаки	1
_itartass5.xhtml	МПК	1
_itartass5.xhtml	Фил	1
_itartass5.xhtml	Крэвен	1
_itartass5.xhtml	Сидней	1
_itartass5.xhtml	Альберт	1
_itartass5.xhtml	Бакаев	1
_itartass5.xhtml	Гонконг	1
_itartass5.xhtml	Бычков	1
_itartass5.xhtml	Саут	1
_itartass5.xhtml	Чайна	1
_itartass5.xhtml	Ху	1
_itartass5.xhtml	Цзиньтао	1
_itartass5.xhtml	Стокгольм	1
_itartass5.xhtml	Зайцев	1
_itartass5.xhtml	КопаМундиал	1
_itartass5.xhtml	КопаДоМундо	1
_itartass5.xhtml	Америка	1
_itartass5.xhtml	ТВ	1
_itartass5.xhtml	Джером	1
_itartass5.xhtml	Валке	1
_rbk7.xhtml	Сирия	17
_rbk7.xhtml	Китай	16
_rbk7.xhtml	Израиль	12
_rbk7.xhtml	Суворин	11
_rbk7.xhtml	КНДР	10
_rbk7.xhtml	США	9
_rbk7.xhtml	Корея	7
_rbk7.xhtml	Россия	6
_rbk7.xhtml	КНР	6
_rbk7.xhtml	Ми	6
_rbk7.xhtml	Москва	5
_rbk7.xhtml	ИТАР-ТАСС	5
_rbk7.xhtml	Александр	5
_rbk7.xhtml	РИА	5
_rbk7.xhtml	Пекин	4
_rbk7.xhtml	Дамаск	4
_rbk7.xhtml	ООН	4
_rbk7.xhtml	МВД	4
_rbk7.xhtml	Сергей	3
_rbk7.xhtml	Guardian	3
_rbk7.xhtml	Иркутск	3
_rbk7.xhtml	РФ	3
_rbk7.xhtml	Дубай	3
_rbk7.xhtml	Мэн	3
_rbk7.xhtml	РГБ	3
_rbk7.xhtml	Ирак	3
_rbk7.xhtml	Yonhap	3
_rbk7.xhtml	Греция	3
_rbk7.xhtml	ЦК	3
_rbk7.xhtml	ФИФА	3
_rbk7.xhtml	Чечня	3
_rbk7.xhtml	Ингушетия	3
_rbk7.xhtml	Борис	2
_rbk7.xhtml	Германия	2
_rbk7.xhtml	Тайвань	2
_rbk7.xhtml	Индия	2
_rbk7.xhtml	Владимир	2
_rbk7.xhtml	Соколов	2
_rbk7.xhtml	Крейн	2
_rbk7.xhtml	Великобритания	2
_rbk7.xhtml	Новгород	2
_rbk7.xhtml	Андрей	2
_rbk7.xhtml	Сутоки	2
_rbk7.xhtml	Надеевка	2
_rbk7.xhtml	Алексей	2
_rbk7.xhtml	Сергеевич	2
_rbk7.xhtml	Петербург	2
_rbk7.xhtml	Хезболлах	2
_rbk7.xhtml	Потемкин	2
_rbk7.xhtml	Лондон	2
_rbk7.xhtml	Pet	2
_rbk7.xhtml	Shop	2
_rbk7.xhtml	Boys	2
_rbk7.xhtml	РБК	2
_rbk7.xhtml	Пауэлл	2
_rbk7.xhtml	Янгандо	2
_rbk7.xhtml	Афины	2
_rbk7.xhtml	Константинос	2
_rbk7.xhtml	Цзян	2
_rbk7.xhtml	Цзэминь	2
_rbk7.xhtml	Сянган	2
_rbk7.xhtml	ЦВС	2
_rbk7.xhtml	КПК	2
_rbk7.xhtml	Останин	1
_rbk7.xhtml	СССР	1
_rbk7.xhtml	Ельня	1
_rbk7.xhtml	ВМФ	1
_rbk7.xhtml	Гормылев	1
_rbk7.xhtml	ВВП	1
_rbk7.xhtml	П	1
_rbk7.xhtml	Вулфовиц	1
_rbk7.xhtml	XXI	1
_rbk7.xhtml	Азия	1
_rbk7.xhtml	Пакистан	1
_rbk7.xhtml	Киргизия	1
_rbk7.xhtml	Вашингтон	1
_rbk7.xhtml	Ходий	1
_rbk7.xhtml	Юрий	1
_rbk7.xhtml	Лотман	1
_rbk7.xhtml	Байкал	1
_rbk7.xhtml	Спиваков	1
_rbk7.xhtml	Елена	1
_rbk7.xhtml	Образцова	1
_rbk7.xhtml	Гарри	1
_rbk7.xhtml	Гродберг	1
_rbk7.xhtml	Георгий	1
_rbk7.xhtml	Гаранян	1
_rbk7.xhtml	ДТП	1
_rbk7.xhtml	Лоерах	1
_rbk7.xhtml	Ananova	1
_rbk7.xhtml	Quote	1
_rbk7.xhtml	Юкос	1
_rbk7.xhtml	ИТ-инфраструктура	1
_rbk7.xhtml	Wipro	1
_rbk7.xhtml	Internet	1
_rbk7.xhtml	City	1
_rbk7.xhtml	DIC	1
_rbk7.xhtml	Оаэ	1
_rbk7.xhtml	Сулейман	1
_rbk7.xhtml	Bin	1
_rbk7.xhtml	Sulaiman	1
_rbk7.xhtml	ИТ-подразделение	1
_rbk7.xhtml	Тим	1
_rbk7.xhtml	Tim	1
_rbk7.xhtml	Craine	1
_rbk7.xhtml	Летягин	1
_rbk7.xhtml	Коломна	1
_rbk7.xhtml	Сольцы	1
_rbk7.xhtml	Чудово	1
_rbk7.xhtml	Парфино	1
_rbk7.xhtml	Петропавловск	1
_rbk7.xhtml	Казахстан	1
_rbk7.xhtml	Ломоносов	1
_rbk7.xhtml	Баратынский	1
_rbk7.xhtml	Гоголь	1
_rbk7.xhtml	Грибоедов	1
_rbk7.xhtml	Достоевский	1
_rbk7.xhtml	Толстой	1
_rbk7.xhtml	Карамзин	1
_rbk7.xhtml	Чехов	1
_rbk7.xhtml	Пушкин	1
_rbk7.xhtml	Екатерина	1
_rbk7.xhtml	Медея	1
_rbk7.xhtml	А	1
_rbk7.xhtml	С	1
_rbk7.xhtml	Моше	1
_rbk7.xhtml	Яалон	1
_rbk7.xhtml	Europa	1
_rbk7.xhtml	Press	1
_rbk7.xhtml	Йозеф	1
_rbk7.xhtml	Лапид	1
_rbk7.xhtml	АМАН	1
_rbk7.xhtml	Аарон	1
_rbk7.xhtml	Зэви-Фаркаш	1
_rbk7.xhtml	Джордж	1
_rbk7.xhtml	Буш	1
_rbk7.xhtml	Б	1
_rbk7.xhtml	Асад	1
_rbk7.xhtml	Ливан	1
_rbk7.xhtml	Бекаа	1
_rbk7.xhtml	Бейрут	1
_rbk7.xhtml	Кофи	1
_rbk7.xhtml	Аннан	1
_rbk7.xhtml	Австрия	1
_rbk7.xhtml	Канада	1
_rbk7.xhtml	Япония	1
_rbk7.xhtml	Непал	1
_rbk7.xhtml	Польша	1
_rbk7.xhtml	Словакия	1
_rbk7.xhtml	Смотров	1
_rbk7.xhtml	Нельсон	1
_rbk7.xhtml	Саймон	1
_rbk7.xhtml	МакБерни	1
_rbk7.xhtml	Нил	1
_rbk7.xhtml	Теннант	1
_rbk7.xhtml	Крис	1
_rbk7.xhtml	Лоу	1
_rbk7.xhtml	Эйзенштейн	1
_rbk7.xhtml	Сеул	1
_rbk7.xhtml	Choson	1
_rbk7.xhtml	Ilbo	1
_rbk7.xhtml	Колин	1
_rbk7.xhtml	NBC	1
_rbk7.xhtml	К	1
_rbk7.xhtml	Гирин	1
_rbk7.xhtml	Чун	1
_rbk7.xhtml	Дон	1
_rbk7.xhtml	Ен	1
_rbk7.xhtml	Латышев	1
_rbk7.xhtml	Стефанопулос	1
_rbk7.xhtml	XXII	1
_rbk7.xhtml	Караманлиса	1
_rbk7.xhtml	Жака	1
_rbk7.xhtml	Рогге	1
_rbk7.xhtml	Иоанна	1
_rbk7.xhtml	Ангелопулос-Даскалаки	1
_rbk7.xhtml	МПК	1
_rbk7.xhtml	Фил	1
_rbk7.xhtml	Крэвен	1
_rbk7.xhtml	Сидней	1
_rbk7.xhtml	Альберт	1
_rbk7.xhtml	Бакаев	1
_rbk7.xhtml	Гонконг	1
_rbk7.xhtml	Бычков	1
_rbk7.xhtml	Саут	1
_rbk7.xhtml	Чайна	1
_rbk7.xhtml	Ху	1
_rbk7.xhtml	Цзиньтао	1
_rbk7.xhtml	Стокгольм	1
_rbk7.xhtml	Зайцев	1
_rbk7.xhtml	КопаМундиал	1
_rbk7.xhtml	КопаДоМундо	1
_rbk7.xhtml	Америка	1
_rbk7.xhtml	ТВ	1
_rbk7.xhtml	Джером	1
_rbk7.xhtml	Валке	1
_rbk7.xhtml	Алхан-Кала	1
_rbk7.xhtml	Николай	1
_rbk7.xhtml	Рогожкин	1
_rbk7.xhtml	Грозный	1
_rbk7.xhtml	Магас	1
_rbk7.xhtml	Карабулак	1
